Linear regression parameters:
Intercept: 0.0226679
Slope: 0.874659
Correlation: 0.931701
Target-output data:
submatrix_0
0.180153 0.130192
0.254341 0.167146
-0.0573032 -0.100543
-0.137076 -0.221192
-0.223762 -0.331791
-0.215625 0.0284091
0.342782 0.146082
0.152179 0.112297
-0.162124 -0.139802
-0.347728 -0.405077
-0.620549 -0.596296
-0.689313 -0.460871
0.287048 0.273881
0.161007 0.24239
-0.395272 -0.484054
0.333475 0.356873
0.388784 0.408511
0.289866 0.386901
0.177653 0.259049
0.412982 0.407943
0.273646 0.344258
0.0135879 0.071226
-0.259234 -0.314259
-0.34592 -0.403145
0.378041 0.3868
0.391869 0.360736
0.0318292 0.156632
-0.173452 -0.204521
-0.613263 -0.596578
0.285293 0.370503
0.141171 0.18171
-0.111442 -0.0368113
-0.216742 -0.295572
0.223974 0.372534
0.509028 0.48059
0.23727 0.328256
0.0846385 0.10656
0.0723004 0.430425
0.342995 0.431395
0.424894 0.420555
0.454144 0.351362
-0.336134 -0.417337
0.300503 0.199317
0.112772 -0.0355608
-0.221209 -0.272439
-0.0278406 0.0552567
0.244981 0.257464
0.231686 0.200852
0.0652272 0.0220618
0.213338 0.133202
0.129843 0.0647512
-0.000452044 -0.171733
-0.0892653 -0.231703
-0.285505 -0.343433
0.155955 0.0699258
0.275082 0.210543
0.298482 0.339357
0.0057702 0.126477
0.362619 0.307499
0.0828835 0.0757107
0.00257931 -0.0517464
-0.00194113 0.200931
0.158135 0.240614
0.278326 0.276086
-0.0418273 0.0987517
-0.178504 -0.250768
-0.306672 -0.343799
0.0655995 0.237091
0.238971 0.267703
0.365544 0.292349
0.432021 0.304083
0.364533 0.330419
0.506528 0.399706
-0.0242242 -0.0955941
-0.500731 -0.393239
0.529183 0.362705
0.323371 0.260608
-0.0813412 -0.174004
0.00241976 0.28644
0.0901694 0.316129
-0.134789 -0.0376409
-0.160848 -0.270231
-0.106071 0.286691
0.161965 0.107869
-0.00502566 0.000417
-0.103943 -0.232572
-0.330497 -0.430368
0.293376 0.367334
0.600766 0.472621
0.0498046 -0.0551203
-0.219826 -0.292748
0.18813 0.209888
-0.227218 -0.0290807
-0.320818 -0.150245
-0.339431 -0.372564
0.881458 0.697539
-0.338527 -0.493916
0.465365 0.52887
0.516154 0.458704
0.218869 0.266389
-0.611296 -0.749918
0.343739 0.531107
0.240886 0.333252
0.469567 0.446524
0.067514 0.0900852
-0.360066 -0.295683
-0.0301274 0.240987
0.368735 0.367362
0.459143 0.43456
0.195894 0.371931
0.107613 0.294104
0.277103 0.318867
0.350493 0.411651
0.423352 0.476504
0.449943 0.50753
-0.62858 -0.364307
0.459781 0.421376
0.4183 0.394826
-0.0364028 -0.0972066
-0.510251 -0.359637
0.474779 0.401649
0.287579 0.291502
0.0599622 0.160331
-0.112878 -0.115424
0.34693 0.26992
0.131013 0.14207
-0.162018 -0.0998766
0.493924 0.376628
0.494988 0.380981
0.322147 0.354919
0.0312442 0.0710036
-0.319222 -0.287494
0.422235 0.620875
0.736007 0.729172
-0.287207 0.00650236
-0.473077 -0.461323
0.706012 0.632184
0.356077 0.540124
-0.0209801 0.169989
-0.135321 -0.136628
0.587736 0.489072
0.299492 0.457522
0.233015 0.352108
0.0878294 0.0536938
-0.0866062 -0.0576383
-0.31316 -0.420077
-0.527482 -0.604502
0.339059 0.227944
-0.00183476 -0.0833017
-0.269338 -0.317715
-0.570346 -0.697391
-0.65065 -0.762611
0.05959 0.116617
-0.00741883 -0.0619932
-0.107932 -0.16128
-0.752493 -0.724765
-0.395325 -0.143798
-0.333635 -0.246427
0.466748 0.0194042
0.472066 0.506905
0.348685 0.387468
0.260191 0.345147
0.62608 0.545597
0.56439 0.553561
0.169782 0.106025
0.463983 0.440295
0.731486 0.572772
0.6448 0.564826
0.336879 0.371437
0.202861 0.210561
0.0322546 0.165012
0.57577 0.486258
0.520887 0.530722
0.613955 0.55517
-0.0502832 0.140383
0.184194 0.213007
0.620283 0.437499
0.62023 0.686532
-0.0551759 0.1798
0.339219 0.477028
0.205361 0.347293
0.332465 0.445113
-0.171697 0.0520212
0.292632 0.31102
0.0152897 0.0827803
0.150318 0.17918
0.225836 0.225464
0.141011 0.167291
0.213338 0.222494
0.271306 0.33958
0.496264 0.41745
0.514878 0.41031
0.419151 0.258871
0.289388 0.0390341
0.380062 0.345961
0.0377323 0.187872
0.279709 0.277974
0.331827 0.262656
0.0809158 0.205839
0.080384 0.217981
-0.222219 0.0375935
0.0894248 0.175286
0.408461 0.126688
-0.237163 -0.277482
0.612838 0.565439
0.870769 0.682266
0.586247 0.460465
0.724307 0.725339
0.743452 0.660314
0.149041 0.0748076
0.306512 0.372371
0.376712 0.461765
0.873428 0.706082
0.706491 0.649923
-0.0377323 0.383693
0.707342 0.601151
0.690324 0.549421
0.531842 0.453108
0.168293 0.177022
0.347515 0.420138
0.267105 0.274473
0.503763 0.605128
0.313692 0.335617
0.5328 0.5988
-0.0547504 -0.0615488
0.363257 0.376656
0.466961 0.574816
-0.0988912 0.118201
-0.108889 -0.235296
0.0309783 -0.136084
0.47079 0.549517
0.420268 0.40355
0.242109 0.241701
0.250725 0.256902
0.356024 0.395656
0.631505 0.490759
0.170952 0.105765
-0.0338501 0.0550061
0.355439 0.431112
0.231526 0.14247
0.155476 0.0614507
-0.254607 -0.269426
0.242641 0.245608
0.0501236 0.0168062
-0.120589 -0.0529556
0.0120988 0.113373
0.101976 0.0910272
-0.172441 -0.0237003
-0.39724 -0.260445
-0.374372 -0.167306
-0.123887 -0.0589148
-0.278007 -0.203041
-0.0753849 -0.0148628
0.906347 0.284572
0.511208 0.337511
0.247959 0.273384
0.0682054 -0.00217057
0.512325 0.356576
-0.078044 -0.119139
-0.0705986 0.00620428
0.353206 0.334967
0.305076 0.266693
0.510357 0.562739
0.536469 0.468653
0.589119 0.513458
0.204084 0.351267
0.485521 0.401047
-0.105858 -0.023704
0.630228 0.549124
0.368841 0.270002
0.58646 0.462834
-0.0708645 -0.040244
0.503018 0.390359
0.653841 0.5729
0.775095 0.650852
0.661659 0.527205
0.601989 0.454204
0.765788 0.556753
-0.262212 -0.319828
0.597575 0.390188
0.393358 0.441511
0.0870317 0.212149
-0.317148 -0.321874
0.701173 0.599963
-0.0460287 -0.0366431
-0.323105 -0.357803
0.109581 0.446444
-0.28024 -0.26367
-0.641343 -0.565624
0.384583 0.343601
0.323424 0.306339
0.0011434 0.259934
-0.721063 -0.680495
0.149095 0.242918
0.631505 0.342803
0.106602 0.188973
0.0528891 0.00645498
-0.122078 -0.206096
-0.472545 -0.462319
-0.0903821 -0.136987
