Linear regression parameters:
Intercept: -0.0163778
Slope: 0.982563
Correlation: 0.998659
Target-output data:
submatrix_0
-0.975324 -0.974542
-0.61801 -0.622286
-0.994873 -0.994325
-0.991027 -0.992002
-0.95834 -0.954887
-0.936549 -0.933538
-0.314533 -0.336553
-0.970518 -0.969978
-0.956417 -0.954386
-0.872456 -0.875967
0.613523 0.461934
-0.93719 -0.934377
-0.90963 -0.908255
-0.74299 -0.739507
-0.946803 -0.937502
-0.780484 -0.757373
-0.629867 -0.597479
-0.993911 -0.992133
-0.956738 -0.955698
-0.742669 -0.734362
-0.0360519 -0.0429003
-0.982695 -0.982086
-0.76414 -0.761773
-0.93751 -0.937857
-0.709662 -0.712563
0.221279 0.238337
-0.994552 -0.993302
-0.911553 -0.914257
-0.86829 -0.876217
-0.748117 -0.744694
0.136036 0.15547
-0.975645 -0.976092
-0.943919 -0.941019
-0.602948 -0.610174
0.574427 0.601281
-0.858676 -0.849383
-0.749079 -0.745778
-0.226726 -0.226043
0.767665 0.716031
-0.998718 -1.01049
-0.967954 -0.987147
-0.954494 -1.00019
-0.876302 -0.910422
0.324467 0.325882
-0.987502 -0.988882
-0.838167 -0.840432
-0.668322 -0.670221
-0.511617 -0.514677
-0.995514 -0.993275
-0.724083 -0.726613
-0.997436 -0.997021
-0.992629 -0.991999
-0.941035 -0.94175
-0.88207 -0.886351
-0.837846 -0.837954
-0.995193 -1.004
-0.976927 -0.984041
-0.798109 -0.812888
-0.72216 -0.735849
-0.354911 -0.360776
-0.948406 -0.946064
